1,4,Miss,30,E,Miss,0.2106705,0.2
1,5,Miss,10,W,Miss,0.6260986,0.6
1,6,Miss,30,N,Miss,0.6242676,0.6
1,7,Miss,20,E,Miss,0.2084656,0.2
1,8,Miss,10,SE,Miss,0.2115097,0.2
1,9,Miss,10,S,Miss,0.4135895,0.4
1,10,Miss,20,NE,Miss,0.2110062,0.2
1,1,Miss,30,NW,Miss,0.4111328,0.4
1,2,Miss,10,SE,Miss,0.4107971,0.4
1,3,Miss,20,N,Miss,0.2002563,0.2
1,4,Miss,30,SW,Miss,0.2111511,0.2
1,5,Miss,10,SE,Miss,0.210907,0.2
1,6,Miss,20,N,Miss,0.4109192,0.4
1,7,Miss,30,N,Miss,0.4002991,0.4
1,8,Miss,30,E,Miss,0.2109375,0.2
1,9,Miss,30,W,Miss,0.400177,0.4
1,10,Miss,30,NW,Miss,0.2111816,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,30,SW,Miss,0.2110786,0.2
1,2,Miss,10,NE,Miss,0.4101009,0.4
1,3,Miss,10,S,Miss,0.6109753,0.6
1,4,Miss,20,SE,Miss,0.2062912,0.2
1,5,Miss,30,W,Miss,0.2109184,0.2
1,6,Miss,30,NE,Miss,0.6018181,0.6
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,10,NW,Miss,0.6116734,0.6
1,2,Miss,20,E,Miss,0.2035751,0.2
1,3,Miss,10,SW,Miss,0.6020603,0.6
1,4,Miss,20,SE,Miss,0.608223,0.6
1,5,Miss,10,S,Miss,0.6111221,0.6
1,6,Miss,30,W,Miss,0.6108017,0.6
1,7,Miss,30,SW,Miss,0.4103165,0.4
1,8,Miss,30,SE,Miss,0.4109421,0.4
1,9,Miss,20,SW,Miss,0.61092,0.6
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,30,W,Miss,0.2092705,0.2
1,2,Miss,30,W,Miss,0.4095287,0.4
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,20,S,Miss,0.2106295,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,10,SE,Miss,0.4107361,0.4
1,2,Miss,10,N,Miss,0.4109497,0.4
1,3,Miss,30,S,Miss,0.414093,0.4
1,4,Miss,10,SW,Miss,0.6057816,0.6
1,5,Miss,30,NW,Miss,0.2109909,0.2
1,6,Miss,20,NE,Miss,0.604187,0.6
1,7,Miss,10,W,Miss,0.2108307,0.2
1,8,Miss,20,N,Miss,0.6000671,0.6
1,9,Miss,20,N,Miss,0.2109375,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,20,W,Miss,0.2012882,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,30,N,Miss,0.6104164,0.6
1,2,Miss,20,W,Miss,0.4108849,0.4
1,3,Miss,30,S,Miss,0.4107952,0.4
1,4,Miss,10,NE,Miss,0.4153843,0.4
1,5,Miss,10,S,Miss,0.4110718,0.4
1,6,Miss,20,NW,Miss,0.2109947,0.2
1,7,Miss,10,N,Miss,0.4110146,0.4
1,8,Miss,10,SE,Miss,0.6107483,0.6
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,10,E,Miss,0.6017456,0.6
1,2,Miss,30,S,Miss,0.4000778,0.4
1,3,Miss,20,S,Miss,0.2011185,0.2
1,4,Miss,20,NW,Miss,0.2015228,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,20,SE,Miss,0.21068,0.2
1,2,Miss,30,SW,Miss,0.6011353,0.6
1,3,Miss,30,NW,Miss,0.2002792,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,30,N,Miss,0.2082577,0.2
1,2,Miss,30,NW,Miss,0.4108353,0.4
1,3,Miss,10,E,Miss,0.6102867,0.6
1,4,Miss,10,SW,Miss,0.4107742,0.4
1,5,Miss,20,W,Miss,0.2152557,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,30,S,Miss,0.4106455,0.4
1,2,Miss,10,NW,Miss,0.4109249,0.4
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,10,S,Miss,0.210804,0.2
1,2,Miss,30,E,Miss,0.6026211,0.6
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,20,E,Miss,0.610404,0.6
1,2,Miss,30,E,Miss,0.4107761,0.4
1,3,Miss,10,N,Miss,0.6113396,0.6
1,4,Miss,10,S,Miss,0.6107826,0.6
1,5,Miss,10,NE,Miss,0.2108421,0.2
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,20,W,Miss,0.2106457,0.2
1,2,Miss,30,W,Miss,0.4108715,0.4
1,3,Miss,20,SE,Miss,0.2108784,0.2
1,4,Miss,20,S,Miss,0.4109383,0.4
1,5,Miss,20,N,Miss,0.6107254,0.6
1,6,Miss,20,E,Miss,0.6107864,0.6
Block,Trial,Reaction Time,Eccentricity,StimulusDirection,Response,Actual Display Time,Set Display Time
1,1,Miss,20,NE,Miss,0.2105045,0.2
1,2,Miss,10,SE,Miss,0.2109108,0.2
1,3,Miss,10,E,Miss,0.4110184,0.4
1,4,Miss,20,S,Miss,0.4110298,0.4
1,5,Miss,20,NE,Miss,0.4110527,0.4
1,6,Miss,20,NE,Miss,0.6106567,0.6
1,7,Miss,30,N,Miss,0.2109909,0.2
1,8,Miss,30,E,Miss,0.6108513,0.6
1,9,Miss,30,SE,Miss,0.2109756,0.2
1,10,Miss,10,SW,Miss,0.2111092,0.2
